title,company,location,apply_link,apply_type,employment_type,job_description
Cloud Engineer AI,Google,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/cloud-engineer-ai-at-google-4299009336?position=33&pageNum=0&refId=ZQ4pTg1FhlUdcJenWnQy0A%3D%3D&trackingId=qXpboZhcEO9hVrbzMACEFA%3D%3D,Apply (Offsite),Full-time,"Note: By applying to this position you will have an opportunity to share your preferred working location from the following:
Bengaluru, Karnataka, India; Hyderabad, Telangana, India; Pune, Maharashtra, India
.
Minimum qualifications:
Bachelor's degree in Computer Science or equivalent practical experience.
Experience building machine learning solutions and working with technical customers.
Experience writing software in Python, Scala, R, or similar.
Experience with data structures, algorithms, and software design.
Ability to travel up to 30% of the time as needed.
Preferred qualifications:
Experience in software development, professional services, solution engineering, technical consulting and in architecting new technology and solution initiatives.
Experience working with recommendation engines, data pipelines, or distributed machine learning. Experience with data analytics, data visualization techniques and software, and deep learning frameworks.
Experience with Data Science techniques.
Knowledge of data warehousing concepts, including data warehouse technical architectures, infrastructure components, ETL/ELT and reporting/analytic tools and environments.
Knowledge of cloud computing, including virtualization, hosted services, multi-tenant cloud infrastructures, storage systems, and content delivery networks.
Excellent communication skills.
About The Job
The Google Cloud Consulting Professional Services team guides customers through the moments that matter most in their cloud journey to help businesses thrive. We help customers transform and evolve their business through the use of Google’s global network, web-scale data centers, and software infrastructure. As part of an innovative team in this rapidly growing business, you will help shape the future of businesses of all sizes and use technology to connect with customers, employees, and partners.
As a Cloud AI Engineer, you will design and implement machine learning solutions for customer use cases, leveraging core Google products including TensorFlow, DataFlow, and Vertex AI. You will work with customers to identify opportunities to apply machine learning in their business, and travel to customer sites to deploy solutions and deliver workshops to educate and empower customers. Additionally, you will work with Product Management and Product Engineering to build and drive excellence in the products.
In this role, you are the Google Engineer working with Google's largest and most ambitious Cloud customers. Together with the team you will support customer implementation of Google Cloud products through: architecture guidance, standard procedures, data migration, capacity planning, implementation, troubleshooting, monitoring, and much more.
Google Cloud accelerates every organization’s ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.
Responsibilities
Deliver big data and machine learning solutions and solve technical customer challenges.
Serve as a trusted technical advisor to Google’s customers.
Identify new product features and feature gaps, provide guidance on existing product challenges, and collaborate with Product Managers and Engineers to influence the road map of Google Cloud Platform.
Deliver recommendations, tutorials, blog articles, and technical presentations adapting to different levels of key business and technical stakeholders.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form ."
AI/ML Engineer,CG-VAK Software & Exports Ltd.,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/ai-ml-engineer-at-cg-vak-software-exports-ltd-4319311922?position=34&pageNum=0&refId=ZQ4pTg1FhlUdcJenWnQy0A%3D%3D&trackingId=UJ0I9bvMaSDmA6lQyaYUlA%3D%3D,Easy Apply,Full-time,"Company Size
Mid-Sized
Experience Required
2 - 6 years
Working Days
5 days/week
Office Location
Kurla, Mumbai
Role & Responsibilities
Develop, maintain, and optimize AI/ML pipelines for multiple products.
Fine-tune AI models and implement prompt engineering to improve performance and user experience.
Build and integrate AI models into scalable web applications with robust backend and responsive frontend architectures.
Collaborate with design and product teams to create intuitive AI-powered interfaces using ComfyUI, Gradio, Streamlit, or similar frameworks.
Assist in data collection, preprocessing, analysis, and visualization to support AI workflows.
Work on production-level deployment, monitoring, and optimization of AI models.
Experiment with emerging AI technologies, prototyping and testing new solutions.
Participate in cross-functional collaboration, providing technical guidance and innovative ideas.
Ideal Candidate
2–6 years of experience in Python development with strong AI/ML knowledge (PyTorch, TensorFlow, Hugging Face, Scikit-learn, etc.).
Experience in fine-tuning AI models or prompt engineering.
Experience building and maintaining AI/ML pipelines.
Ability to integrate AI models into scalable web applications with robust backend and responsive frontend architectures.
Experience with UI/UX frameworks for AI applications, such as ComfyUI, Gradio, or Streamlit.
Strong problem-solving skills and an innovative mindset to experiment with emerging AI technologies.
Ability to write clean, modular, and scalable code following best practices, including version control (Git).
Knowledge of full-stack development (Django, Flask, FastAPI, React, Vue, or similar).
Understanding of databases (SQL & NoSQL) and data pipelines.
Familiarity with UI/UX tools or experience working closely with design teams.
Ability to work independently and collaboratively, with a keen interest in AI/ML innovation.
Experience with cloud platforms (AWS, GCP, Azure) and understanding of containerization/orchestration (Docker, Kubernetes)
Ability to write clean, modular, and scalable code following best practices, including version control (Git).
Solid experience with full-stack development (Django, Flask, FastAPI for backend; React, Vue, or similar for frontend).
Understanding of relational and non-relational databases (SQL & NoSQL) and data pipelines.
Nice To Have
Understanding of data visualization, social analytics, or marketing tech.
Experience with serverless architectures or microservices.
Knowledge of MLOps tools for model monitoring and workflow automation.
Familiarity with multimodal AI models (text, image, audio) or generative AI projects.
Exposure to production-level deployment of AI models and API integrations.
Understanding of UX design principles for AI interfaces.
Skills: ml,django,pipelines,data,flask,ux,design"
Cloud Engineer AI,Google,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/cloud-engineer-ai-at-google-4299013235?position=35&pageNum=0&refId=ZQ4pTg1FhlUdcJenWnQy0A%3D%3D&trackingId=EtzQY03xrSPMlpxVMklxPA%3D%3D,Apply (Offsite),Full-time,"Note: By applying to this position you will have an opportunity to share your preferred working location from the following:
Bengaluru, Karnataka, India; Hyderabad, Telangana, India; Pune, Maharashtra, India
.
Minimum qualifications:
Bachelor's degree in Computer Science or equivalent practical experience.
Experience building machine learning solutions and working with technical customers.
Experience writing software in Python, Scala, R, or similar.
Experience with data structures, algorithms, and software design.
Ability to travel up to 30% of the time as needed.
Preferred qualifications:
Experience in software development, professional services, solution engineering, technical consulting and in architecting new technology and solution initiatives.
Experience working with recommendation engines, data pipelines, or distributed machine learning. Experience with data analytics, data visualization techniques and software, and deep learning frameworks.
Experience with Data Science techniques.
Knowledge of data warehousing concepts, including data warehouse technical architectures, infrastructure components, ETL/ELT and reporting/analytic tools and environments.
Knowledge of cloud computing, including virtualization, hosted services, multi-tenant cloud infrastructures, storage systems, and content delivery networks.
Excellent communication skills.
About The Job
The Google Cloud Consulting Professional Services team guides customers through the moments that matter most in their cloud journey to help businesses thrive. We help customers transform and evolve their business through the use of Google’s global network, web-scale data centers, and software infrastructure. As part of an innovative team in this rapidly growing business, you will help shape the future of businesses of all sizes and use technology to connect with customers, employees, and partners.
As a Cloud AI Engineer, you will design and implement machine learning solutions for customer use cases, leveraging core Google products including TensorFlow, DataFlow, and Vertex AI. You will work with customers to identify opportunities to apply machine learning in their business, and travel to customer sites to deploy solutions and deliver workshops to educate and empower customers. Additionally, you will work with Product Management and Product Engineering to build and drive excellence in the products.
In this role, you are the Google Engineer working with Google's largest and most ambitious Cloud customers. Together with the team you will support customer implementation of Google Cloud products through: architecture guidance, standard procedures, data migration, capacity planning, implementation, troubleshooting, monitoring, and much more.
Google Cloud accelerates every organization’s ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.
Responsibilities
Deliver big data and machine learning solutions and solve technical customer challenges.
Serve as a trusted technical advisor to Google’s customers.
Identify new product features and feature gaps, provide guidance on existing product challenges, and collaborate with Product Managers and Engineers to influence the road map of Google Cloud Platform.
Deliver recommendations, tutorials, blog articles, and technical presentations adapting to different levels of key business and technical stakeholders.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form ."
Data Scientist - AI,Weekday AI (YC W21),"Navi Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-ai-at-weekday-ai-yc-w21-4332041338?position=36&pageNum=0&refId=ZQ4pTg1FhlUdcJenWnQy0A%3D%3D&trackingId=Vivh%2FImhcBcj7%2FM69cxybA%3D%3D,Easy Apply,Full-time,"This role is for one of the Weekday's clients
Min Experience: 3 years
Location: Navi Mumbai
JobType : full-time
We are seeking a highly skilled
Data Scientist - AI
to design and deploy advanced deep learning systems that uncover actionable insights from diverse data sources, including text, imagery, and time-series datasets. You'll work at the intersection of research and production—building scalable AI pipelines, fine-tuning transformer models, and collaborating closely with quantitative researchers to turn machine learning outputs into meaningful business signals.
Requirements
Key Responsibilities
Research, design, and train deep learning models (LLMs, CNNs) to extract and identify pricing or predictive signals from multiple data types.
Build and maintain end-to-end AI orchestration pipelines for data ingestion, feature extraction, model training, and real-time inference.
Develop scalable MLOps workflows using AWS, Docker, CI/CD, and orchestration tools for automated model deployment, monitoring, and version control.
Fine-tune Hugging Face transformer models and integrate them into production-ready AI systems.
Architect and manage data processing layers in Python and MongoDB to enable reproducible, high-performance experimentation.
Collaborate with quantitative researchers to translate ML model outputs into actionable insights or trading signals.
Implement evaluation frameworks to continuously monitor model performance, drift, and reliability.
Drive innovation by experimenting with multimodal, self-supervised, and reinforcement learning techniques to enhance predictive capabilities.
What We're Looking For
3-6 years of experience in data science, applied AI, or ML research (exceptional candidates with less experience are encouraged to apply).
Strong proficiency in Python, with expertise in PyTorch or TensorFlow.
Hands-on experience with transformer and CNN architectures.
Familiarity with Hugging Face, AWS SageMaker, or similar ML orchestration platforms.
Proven experience in MLOps — building, deploying, and maintaining production-grade ML pipelines.
Working knowledge of data engineering tools (e.g., MongoDB, Pandas, NumPy, Airflow, Prefect).
Solid mathematical foundation in probability, statistics, and optimization.
Excellent software engineering practices — clean, modular code with Git-based version control and CI/CD.
A strong sense of curiosity, experimentation, and drive to apply AI solutions to real-world problems.
Must be based in or open to relocating to Navi Mumbai.
Skills
Data Science | Deep Learning | Machine Learning | PyTorch | TensorFlow | Hugging Face | AWS | MLOps | NLP | Computer Vision | Model Deployment | Data Engineering"
"Software Engineer III, AI/ML, Search Intelligence",Google,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-iii-ai-ml-search-intelligence-at-google-4307076279?position=37&pageNum=0&refId=ZQ4pTg1FhlUdcJenWnQy0A%3D%3D&trackingId=btb8h8IZVz%2B68Isz8pT%2FQA%3D%3D,Apply (Offsite),Full-time,"Minimum qualifications:
Bachelor’s degree or equivalent practical experience.
2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree.
1 year of experience with one or more of the following: Speech/audio (e.g., technology duplicating and responding to the human voice), reinforcement learning (e.g., sequential decision making), ML infrastructure, or specialization in another ML field.
1 year of experience with ML infrastructure (e.g., model deployment, model evaluation, optimization, data processing, debugging).
Experience in Software Engineering, Machine Learning, Design, Artificial Intelligence.
Preferred qualifications:
Master's degree or PhD in Computer Science or related technical fields.
2 years of experience with data structures or algorithms.
Experience in developing accessible technologies.
Experience in Python, Search and Large Language Model.
About the job
Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
At Search Intelligence India, we are evolving how users discover information. We are moving beyond traditional search links to deliver AI Mode experiences and AI Overviews that provide immediate, comprehensive answers. We use Generative AI and Machine Learning to achieve this.
In this role, you will work on improving the quality of our AI Mode and AI Overview features, which are key components of the Search Results Page (SRP). You will have the opportunity to work with Generative AI and Machine Learning technologies to enhance the user experience.
In Google Search, we're reimagining what it means to search for information – any way and anywhere. To do that, we need to solve complex engineering challenges and expand our infrastructure, while maintaining a universally accessible and useful experience that people around the world rely on. In joining the Search team, you'll have an opportunity to make an impact on billions of people globally.
Responsibilities
Write product or system development code.
Collaborate with peers and stakeholders through design and code reviews to ensure best practices amongst available technologies (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).
Contribute to existing documentation or educational content and adapt content based on product/program updates and user feedback.
Triage product or system issues and debug/track/resolve by analyzing the sources of issues and the impact on hardware, network, or service operations and quality.
Implement solutions in one or more specialized ML areas, utilize ML infrastructure, and contribute to model optimization and data processing.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form ."
Software Engineer II - Backend AI/ML,Uber,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-ii-backend-ai-ml-at-uber-4332323092?position=38&pageNum=0&refId=ZQ4pTg1FhlUdcJenWnQy0A%3D%3D&trackingId=pWqOZrAi7xttACOIeKSmcw%3D%3D,Apply (Offsite),Full-time,"About The Role
The AI Experience team is Uber's engine for internal innovation, tasked with a clear and ambitious mission: to revolutionize how our employees work. We are a pragmatic team of builders and integrators, passionate about applying the latest advancements in AI to solve high-impact business problems. We develop our own first-party solutions, such as our ""Sage"" conversational assistants, while also identifying and integrating industry-leading AI platforms to ensure our teams have access to the absolute best tools to be productive and effective.
What The Candidate Will Need / Bonus Points
---- What the Candidate Will Do ----
Design and implement scalable backend microservices and APIs (primarily in Go/Java/Python) that power core search and conversational AI functionalities.
Develop and maintain robust data ingestion pipelines and integration layers to connect with diverse internal knowledge sources/third party MCPs
Implement key components of the conversational AI stack, including supporting Retrieval-Augmented Generation (RAG) pipelines, searches, MCPs development and integrations
Write high-quality, well-tested, and maintainable code for critical system components and participate in code reviews.
Collaborate with senior engineers to implement and optimize core search algorithms, ranking models, and retrieval strategies.
Troubleshoot and resolve production issues and participate in the team's on-call rotation.
Participate in design discussions and sprint planning, taking ownership of the product features from conception to deployment.
Basic Qualifications
2+ years of professional backend engineering experience.
Proficiency in a modern backend language (e.g., Go, Java, or Python).
Experience building, deploying, and scaling microservices and REST APIs.
Solid foundation in system design, data structures, and algorithms.
Proven ability to write high-quality, well-tested, and maintainable code.
Experience with production operations, including monitoring, debugging, and on-call rotations.
Strong problem-solving skills and the ability to work collaboratively in a team.
Preferred Qualifications
Familiarity with AI/ML concepts, such as conversational AI, Retrieval-Augmented Generation (RAG).
Experience with search platforms (like Elasticsearch) or vector databases (like Weaviate, Pinecone)."
Data Scientist - REFM,Circle K,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-scientist-refm-at-circle-k-4318808212?position=39&pageNum=0&refId=ZQ4pTg1FhlUdcJenWnQy0A%3D%3D&trackingId=9EKtaqnfd5txiPMFlapJ8w%3D%3D,Apply (Offsite),Full-time,"Job Description
Alimentation Couche-Tard Inc., (ACT) is a global Fortune 200 company. A leader in the convenience store and fuel space, it has footprint across 31 countries and territories. Circle K India Data & Analytics team is an integral part of ACT’s Global Data & Analytics Team, and the Data Scientist/Senior Data Scientist will be a key player on this team that will help grow analytics globally at ACT.
The hired candidate will partner with multiple departments, including Global Marketing, Merchandising, Global Technology, and Business Units.
About The Role
The incumbent will be responsible for delivering advanced analytics projects that drive business results including interpreting business, selecting the appropriate methodology, data cleaning, exploratory data analysis, model building, and creation of polished deliverables.
Roles & Responsibilities
Analytics & Strategy
Analyse large-scale structured and unstructured data; develop deep-dive analyses and machine learning models in retail, marketing, merchandising, and other areas of the business
Utilize data mining, statistical and machine learning techniques to derive business value from store, product, operations, financial, and customer transactional data
Apply multiple algorithms or architectures and recommend the best model with in-depth description to evangelize data-driven business decisions
Utilize cloud setup to extract processed data for statistical modelling and big data analysis, and visualization tools to represent large sets of time series/cross-sectional data
Operational Excellence
Follow industry standards in coding solutions and follow programming life cycle to ensure standard practices across the project
Structure hypothesis, build thoughtful analyses, develop underlying data models and bring clarity to previously undefined problems
Partner with Data Engineering to build, design and maintain core data infrastructure, pipelines and data workflows to automate dashboards and analyses.
Stakeholder Engagement
Working collaboratively across multiple sets of stakeholders – Business functions, Data Engineers, Data Visualization experts to deliver on project deliverables
Articulate complex data science models to business teams and present the insights in easily understandable and innovative formats
Job Requirements
Education
Bachelor’s degree required, preferably with a quantitative focus (Statistics, Business Analytics, Data Science, Math, Economics, etc.)
Master’s degree preferred (MBA/MS Computer Science/M.Tech Computer Science, etc.)
Relevant Experience
3 - 4 years for Data Scientist
Relevant working experience in a data science/advanced analytics role
Behavioural Skills
Delivery Excellence
Business disposition
Social intelligence
Innovation and agility
Knowledge
Functional Analytics (Supply chain analytics, Marketing Analytics, Customer Analytics, etc.)
Statistical modelling using Analytical tools (R, Python, KNIME, etc.)
Knowledge of statistics and experimental design (A/B testing, hypothesis testing, causal inference)
Practical experience building scalable ML models, feature engineering, model evaluation metrics, and statistical inference.
Practical experience deploying models using MLOps tools and practices (e.g., MLflow, DVC, Docker, etc.)
Strong coding proficiency in Python (Pandas, Scikit-learn, PyTorch/TensorFlow, etc.)
Big data technologies & framework (AWS, Azure, GCP, Hadoop, Spark, etc.)
Enterprise reporting systems, relational (MySQL, Microsoft SQL Server etc.), non-relational (MongoDB, DynamoDB) database management systems and Data Engineering tools
Business intelligence & reporting (Power BI, Tableau, Alteryx, etc.)
Microsoft Office applications (MS Excel, etc.)"
Data Scientist,Sia,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/data-scientist-at-sia-4331888806?position=40&pageNum=0&refId=ZQ4pTg1FhlUdcJenWnQy0A%3D%3D&trackingId=SzVI18K2RjMRbLhZW75L8A%3D%3D,Easy Apply,Full-time,"Sia is a next-generation, global management consulting group. Founded in 1999, we were born digital. Today our strategy and management capabilities are augmented by data science, enhanced by creativity and driven by responsibility. We’re optimists for change and we help clients initiate, navigate and benefit from transformation. We believe optimism is a force multiplier, helping clients to mitigate downside and maximize opportunity.
With expertise across a broad range of sectors and services, our 3,000 consultants serve clients worldwide from 48 locations in 19 countries. Our expertise delivers results. Our optimism transforms outcomes.
Job Description
We are looking for an
AI &
Data Scientist
with 4–6 years of experience to support our
Middle East operations
(UAE, KSA, Qatar). The role will be part of our Data & AI Centre in Mumbai, supporting Middle East operation.The role will focus on developing and scaling AI Proof-of-Concepts (PoCs) and contributing to Sia’s proprietary AI solutions, including SiaGPT, HEKA AI and AI Labs, as well as partner solutions.
Key responsibilities and profile:
Design, develop, and validate AI/ML PoCs tailored to client use cases across industries.
Collaborate with consulting teams to enhance and deploy Sia’s AI assets (SiaGPT, AI Labs) into client environments.
Build and optimise machine learning models across supervised/unsupervised learning, NLP, and deep learning.
Implement data pipelines, feature engineering, and model deployment workflows on cloud platforms (Azure, AWS, GCP).
Translate business requirements into technical prototypes, ensuring fast turnaround and measurable business impact.
Develop data visualisations and dashboards (Power BI, Tableau, or similar) to communicate insights effectively.
Contribute to the scaling and reusability of PoCs across the Middle East region.
Ensure clean, well-documented, reproducible code using Python (or similar) and modern ML frameworks.
Work closely with Middle East consultants and client teams to ensure seamless delivery and adoption.
Stay current with emerging AI research, tools, and frameworks to bring innovation into Sia’s AI offerings.
Qualifications
3+ years’ experience as a Data Scientist or Data analyst (ideally in consulting)
At least a bachelor’s or equivalent degree in a relevant area of study (Data Science, Business Analytics, Statistics, Economics or a related field of study) from a top university
Good skills in Python and ideally another analytical language (e.g., R, SQL)
Problem-solving aptitude and strong business acumen
Excellent communication and presentation skills
Technical foundation
in some or all of the following:
Cloud data platforms (Azure, AWS, GCP, Snowflake, Oracle).
Data transformation and analytics tools (ADF, Databricks, Power BI, Tableau, QuickSight, etc.).
Applied AI/ML techniques (supervised/unsupervised learning, forecasting, econometrics).
An entrepreneurial mindset with a passion for innovation and problem-solving
Additional Information
Sia is an equal opportunity employer. All aspects of employment, including hiring, promotion, remuneration, or discipline, are based solely on performance, competence, conduct, or business needs.
Sia is an equal opportunity employer. All aspects of employment, including hiring, promotion, remuneration, or discipline, are based solely on performance, competence, conduct, or business needs."
"Senior Software Engineer, Machine Learning",Roku,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-software-engineer-machine-learning-at-roku-4318233242?position=41&pageNum=0&refId=ZQ4pTg1FhlUdcJenWnQy0A%3D%3D&trackingId=J1tklMkiyFvMHvWFHnTBOQ%3D%3D,Easy Apply,Full-time,"Teamwork makes the stream work.
Roku is changing how the world watches TV
Roku is the #1 TV streaming platform in the U.S., Canada, and Mexico, and we've set our sights on powering every television in the world. Roku pioneered streaming to the TV. Our mission is to be the TV streaming platform that connects the entire TV ecosystem. We connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage consumers.
From your first day at Roku, you'll make a valuable - and valued - contribution. We're a fast-growing public company where no one is a bystander. We offer you the opportunity to delight millions of TV streamers around the world while gaining meaningful experience across a variety of disciplines.
About the team
Roku's Commerce Engineering team processes billions of dollars in transactions every year. We are responsible for building next-generation commerce and payment core experiences and services to support both our streaming customers as well as our content partners. Our industry leading product includes a variety of verticals – from selling of physical and digital goods, subscription billing services, processing a variety of payment methods, disbursements to partners, to ensuring payments integrity. In addition, we fill a critical role in supporting our internal engineering, business, product, marketing, and financial partners.
About the role
We seek an outstanding, creative, and passionate Machine Learning Platform Engineer to join the Roku pay team. In this role, you will design, build, and scale robust distributed systems that power the next generation of payment focussed optimisations for millions of Roku users. You will focus on developing end-to-end machine learning platforms and infrastructure, ensuring seamless deployment, monitoring, and optimization of algorithms and operational workflows that deliver unique experiences at scale.
What You'll Be Doing
Design, build, and maintain scalable platform services: feature store, real-time inference services, vector DBs etc., that serve millions of transactions per second.
Run and monitor online
AB
tests via robust platform services, analyzing platform metrics and business KPIs to optimize recommendation system performance.
Collaborate closely with US-based engineering and cross-functional teams to translate business requirements into modular platform components and APIs.
Enhance and evolve the ML platform ecosystem to support high developer velocity, system scalability, and adaptability to future business needs.
Contribute to onboarding, training, and mentoring new team members on emerging platform engineering best practices and technologies.
We’re Excited if you have
5+ years of experience building software solutions to concrete problems.
Strong
CS
fundamentals. Should be able to write an algorithm with ease
You are fluent with one of high-level programming languages like Java, Scala, Kotlin or Python
We’d love to see that you’ve worked with big data systems (Spark, Kafka, Flink, S3, AirFlow)
Familiar with model ML framework and tools: Ray, PyTorch, HuggingFace, AWS Sagemaker
Familiarity with Payment systems , Payment Gateways and terminology is a big plus.
AI literacy and curiosity.You have either tried Gen AI in your previous work or outside of work or are curious about Gen AI and have explored it.
MS in Computer Science or related field
Benefits
Roku is committed to offering a diverse range of benefits as part of our compensation package to support our employees and their families. Our comprehensive benefits include global access to mental health and financial wellness support and resources. Local benefits include statutory and voluntary benefits which may include healthcare (medical, dental, and vision), life, accident, disability, commuter, and retirement options (401(k)/pension). Our employees can take time off work for vacation and other personal reasons to balance their evolving work and life needs. It's important to note that not every benefit is available in all locations or for every role. For details specific to your location, please consult with your recruiter.
The Roku Culture
Roku is a great place for people who want to work in a fast-paced environment where everyone is focused on the company's success rather than their own. We try to surround ourselves with people who are great at their jobs, who are easy to work with, and who keep their egos in check. We appreciate a sense of humor. We believe a fewer number of very talented folks can do more for less cost than a larger number of less talented teams. We're independent thinkers with big ideas who act boldly, move fast and accomplish extraordinary things through collaboration and trust. In short, at Roku you'll be part of a company that's changing how the world watches TV.
We have a unique culture that we are proud of. We think of ourselves primarily as problem-solvers, which itself is a two-part idea. We come up with the solution, but the solution isn't real until it is built and delivered to the customer. That penchant for action gives us a pragmatic approach to innovation, one that has served us well since 2002.
To learn more about Roku, our global footprint, and how we've grown, visit https://www.weareroku.com/factsheet.
By providing your information, you acknowledge that you want Roku to contact you about job roles, that you have read Roku's Applicant Privacy Notice, and understand that Roku will use your information as described in that notice. If you do not wish to receive any communications from Roku regarding this role or similar roles in the future, you may unsubscribe here at any time."
Data Scientist-Artificial Intelligence,IBM,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-artificial-intelligence-at-ibm-4286385474?position=42&pageNum=0&refId=ZQ4pTg1FhlUdcJenWnQy0A%3D%3D&trackingId=KTEX39PMMbYgVKeO%2F2ZDcA%3D%3D,Apply (Offsite),Full-time,"Introduction
In this role, you'll work in one of our IBM Consulting Client Innovation Centers (Delivery Centers), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. Our delivery centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology.
Your Role And Responsibilities
Resource should have 5-7 years of experience. Sound knowledge of Python and should know how to use the ML related services.
Proficient in Python with focus on Data Analytics Packages.
Strategy Analyse large, complex data sets and provide actionable insights to inform business decisions.
Strategy Design and implementing data models that help in identifying patterns and trends. Collaboration Work with data engineers to optimize and maintain data pipelines.
Perform quantitative analyses that translate data into actionable insights and provide analytical, data-driven decision-making. Identify and recommend process improvements to enhance the efficiency of the data platform. Develop and maintain data models, algorithms, and statistical models
Preferred Education
Master's Degree
Required Technical And Professional Expertise
Experience with conversation analytics. Experience with cloud technologies
Experience with data exploration tools such as Tableu
Preferred Technical And Professional Experience
Work with broader team to build, analyze and improve the AI solutions.
You will also work with our software developers in consuming different enterprise applications"
Data Scientist,Celebal Technologies,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-celebal-technologies-4316914846?position=43&pageNum=0&refId=ZQ4pTg1FhlUdcJenWnQy0A%3D%3D&trackingId=2fv8unoVl6WO4wDQtBhdDw%3D%3D,Easy Apply,Full-time,"Job Title: Data Scientist with Databricks & Gen AI
Location: Colaba, Mumbai
Duration: Full time
Experience: 2-5 Years
Skills: Classical ML, Databricks, exposure to Generative AI
About Us: Celebal Technologies is a leading Solution Service company that provide Services the field of Data Science, Big Data, Enterprise Cloud & Automation. We are at the forefront of leveraging cutting edge technologies to drive innovation and enhance our business processes. As part of our commitment to staying ahead in the industry, we are seeking a talented and experienced Data & AI Engineer with strong Azure cloud competencies to join our dynamic team.
Job Summary:
We are looking for a highly skilled Data Scientist with deep expertise in Classical ML. The ideal candidate will be proficient in Python or PySpark, be comfortable working in Databricks environments and have exposure to Generative AI.
Key Responsibilities
• Process and analyze large datasets using PySpark or Python (Pandas).
• Partner with cross-functional teams to identify business needs and translate them into data science solutions.
• Leverage classic ML techniques (classification, regression) and boosting algorithms (e.g., XGBoost, LightGBM) to support broader analytics use cases.
• Use Databricks for collaborative development, data pipelines, and model orchestration.
• Apply optimization techniques where relevant to improve forecast accuracy and business decision-making.
• Present actionable insights and communicate model results effectively to technical and non-technical stakeholders.
Required Qualifications
• Proficiency in Python (Pandas) or PySpark Mandatory.
• Experience with Databricks Mandatory.
• Generative AI
• Solid foundation in statistics, predictive modeling, and machine learning."
